,"Heavy","2-theta","Intensity"
,"","47.860","0.01981"
,"","47.880","0.02392"
,"","47.900","0.02625"
,"","47.920","0.02730"
,"","47.940","0.02261"
,"","47.960","0.02040"
,"","47.980","0.02247"
,"","48.000","0.02220"
,"","48.020","0.01780"
,"","48.040","0.01428"
,"","48.060","0.01929"
,"","48.080","0.02177"
,"","48.100","0.02381"
,"","48.120","0.02226"
,"","48.140","0.02416"
,"","48.160","0.02314"
,"","48.180","0.02981"
,"","48.200","0.02314"
,"","48.220","0.01836"
,"","48.240","0.02276"
,"","48.260","0.02657"
,"","48.280","0.03010"
,"","48.300","0.02413"
,"","48.320","0.02835"
,"","48.340","0.03537"
,"","48.360","0.03543"
,"","48.380","0.03400"
,"","48.400","0.03153"
,"","48.420","0.03555"
,"","48.440","0.04554"
,"","48.460","0.05192"
,"","48.480","0.05769"
,"","48.500","0.06032"
,"","48.520","0.07964"
,"","48.540","0.09126"
,"","48.560","0.09820"
,"","48.580","0.10371"
,"","48.600","0.11029"
,"","48.620","0.12098"
,"","48.640","0.11626"
,"","48.660","0.11670"
,"","48.680","0.10470"
,"","48.700","0.08963"
,"","48.720","0.08299"
,"","48.740","0.07250"
,"","48.760","0.06011"
,"","48.780","0.05364"
,"","48.800","0.04697"
,"","48.820","0.04610"
,"","48.840","0.03817"
,"","48.860","0.04531"
,"","48.880","0.04251"
,"","48.900","0.04213"
,"","48.920","0.04636"
,"","48.940","0.04554"
,"","48.960","0.04342"
,"","48.980","0.03686"
,"","49.000","0.02748"
,"","49.020","0.02418"
,"","49.040","0.02386"
,"","49.060","0.02558"
,"","49.080","0.02520"
,"","49.100","0.02436"
,"","49.120","0.02229"
,"","49.140","0.02185"
,"","49.160","0.02145"
,"","49.180","0.01556"
,"","49.200","0.01422"
,"","49.220","0.02244"
,"","49.240","0.02858"
,"","49.260","0.02765"
,"","49.280","0.02806"
,"","49.300","0.02896"
,"","49.320","0.02485"
,"","49.340","0.02710"
,"","49.360","0.02252"
,"","49.380","0.01795"
,"","49.400","0.02019"
,"","49.420","0.02509"
,"","49.440","0.02716"
,"","49.460","0.02139"
,"","49.480","0.02331"
,"","49.500","0.02582"
,"","49.520","0.02229"
,"","49.540","0.02040"
,"","49.560","0.01909"
,"","49.580","0.01836"
,"","49.600","0.02351"
,"","49.620","0.02349"
,"","49.640","0.02378"
,"","49.660","0.02174"
,"","49.680","0.02162"
,"","49.700","0.02162"
,"","49.720","0.01909"
,"","49.740","0.02028"
,"","49.760","0.02075"
,"","49.780","0.01868"
,"","49.800","0.02013"
,"","49.820","0.02142"
,"","49.840","0.02118"
,"","49.860","0.02701"
,"","49.880","0.02829"
,"","49.900","0.03109"
,"","49.920","0.03199"
,"","49.940","0.03395"
,"","49.960","0.02748"
,"","49.980","0.02520"
,"","50.000","0.01821"
,"","50.020","0.01550"
,"","50.040","0.01235"
,"","50.060","0.01571"
,"","50.080","0.01011"
,"","50.100","0.01294"
,"","50.120","0.00997"
,"","50.140","0.00962"
,"","50.160","0.01340"
,"","50.180","0.01343"
,"","50.200","0.02069"
,"","50.220","0.03007"
,"","50.240","0.03266"
,"","50.260","0.03083"
,"","50.280","0.02739"
,"","50.300","0.03048"
,"","50.320","0.02873"
,"","50.340","0.02585"
,"","50.360","0.02637"
,"","50.380","0.01742"
,"","50.400","0.02488"
,"","50.420","0.02194"
,"","50.440","0.01515"
,"","50.460","0.01579"
,"","50.480","0.01390"
,"","50.500","0.01323"
,"","50.520","0.02241"
,"","50.540","0.02448"
,"","50.560","0.03517"
,"","50.580","0.03706"
,"","50.600","0.03811"
,"","50.620","0.03281"
,"","50.640","0.02902"
,"","50.660","0.02730"
,"","50.680","0.02104"
,"","50.700","0.00973"
,"","50.720","0.01952"
,"","50.740","0.02040"
,"","50.760","0.02506"
,"","50.780","0.02821"
,"","50.800","0.02710"
,"","50.820","0.02987"
,"","50.840","0.03071"
,"","50.860","0.03094"
,"","50.880","0.03368"
,"","50.900","0.03383"
,"","50.920","0.04039"
,"","50.940","0.03631"
,"","50.960","0.02949"
,"","50.980","0.02398"
,"","51.000","0.01903"
,"","51.020","0.01777"
,"","51.040","0.01340"
,"","51.060","0.01227"
,"","51.080","0.01731"
,"","51.100","0.02095"
,"","51.120","0.02474"
,"","51.140","0.02547"
,"","51.160","0.02314"
,"","51.180","0.01879"
,"","51.200","0.01699"
,"","51.220","0.01279"
,"","51.240","0.00860"
,"","51.260","0.00259"
,"","51.280","0.00455"
,"","51.300","0.00233"
,"","51.320","0.00941"
,"","51.340","0.01026"
,"","51.360","0.01302"
,"","51.380","0.01087"
,"","51.400","0.01267"
,"","51.420","0.01807"
,"","51.440","0.01964"
,"","51.460","0.01976"
,"","51.480","0.02448"
,"","51.500","0.02328"
,"","51.520","0.02538"
,"","51.540","0.01605"
,"","51.560","0.01291"
,"","51.580","0.01451"
,"","51.600","0.01876"
,"","51.620","0.02652"
,"","51.640","0.02955"
,"","51.660","0.02917"
,"","51.680","0.03561"
,"","51.700","0.03590"
,"","51.720","0.03164"
,"","51.740","0.02255"
,"","51.760","0.02445"
,"","51.780","0.02349"
,"","51.800","0.01865"
,"","51.820","0.01809"
,"","51.840","0.01737"
,"","51.860","0.01276"
,"","51.880","0.02351"
,"","51.900","0.02643"
,"","51.920","0.02465"
,"","51.940","0.02480"
,"","51.960","0.02582"
,"","51.980","0.02136"
,"","52.000","0.02165"
,"","52.020","0.02194"
,"","52.040","0.02223"
,"","52.060","0.02357"
,"","52.080","0.02681"
,"","52.100","0.03062"
,"","52.120","0.02576"
,"","52.140","0.02538"
,"","52.160","0.02057"
,"","52.180","0.01769"
,"","52.200","0.01702"
,"","52.220","0.01649"
,"","52.240","0.01509"
,"","52.260","0.01131"
,"","52.280","0.00778"
,"","52.300","0.00848"
,"","52.320","0.00941"
,"","52.340","0.01760"
,"","52.360","0.01958"
,"","52.380","0.02692"
,"","52.400","0.02806"
,"","52.420","0.03115"
,"","52.440","0.02748"
,"","52.460","0.02045"
,"","52.480","0.01509"
,"","52.500","0.00959"
,"","52.520","0.00953"
,"","52.540","0.01104"
,"","52.560","0.01046"
,"","52.580","0.01253"
,"","52.600","0.01224"
,"","52.620","0.01329"
,"","52.640","0.01017"
,"","52.660","0.01075"
,"","52.680","0.01133"
,"","52.700","0.01297"
,"","52.720","0.01014"
,"","52.740","0.01337"
,"","52.760","0.01396"
,"","52.780","0.01454"
,"","52.800","0.01512"
,"","52.820","0.01200"
,"","52.840","0.00991"
,"","52.860","0.01460"
,"","52.880","0.01632"
,"","52.900","0.01638"
,"","52.920","0.01865"
,"","52.940","0.02625"
,"","52.960","0.02628"
,"","52.980","0.03287"
,"","53.000","0.03465"
,"","53.020","0.03191"
,"","53.040","0.02550"
,"","53.060","0.02232"
,"","53.080","0.01422"
,"","53.100","0.01247"
,"","53.120","0.01498"
,"","53.140","0.01833"
,"","53.160","0.02407"
,"","53.180","0.03173"
,"","53.200","0.03214"
,"","53.220","0.02920"
,"","53.240","0.02366"
,"","53.260","0.01818"
,"","53.280","0.01125"
,"","53.300","0.00664"
,"","53.320","0.00181"
,"","53.340","0.00594"
,"","53.360","0.01064"
,"","53.380","0.01087"
,"","53.400","0.01556"
,"","53.420","0.01760"
,"","53.440","0.02069"
,"","53.460","0.01772"
,"","53.480","0.01445"
,"","53.500","0.00717"
,"","53.520","0.01081"
,"","53.540","0.02008"
,"","53.560","0.02209"
,"","53.580","0.02605"
,"","53.600","0.02751"
,"","53.620","0.02541"
,"","53.640","0.02497"
,"","53.660","0.01984"
,"","53.680","0.01399"
,"","53.700","0.01241"
,"","53.720","0.01807"
,"","53.740","0.01996"
,"","53.760","0.01859"
,"","53.780","0.02182"
,"","53.800","0.01885"
,"","53.820","0.01914"
,"","53.840","0.02270"
,"","53.860","0.02110"
,"","53.880","0.01804"
,"","53.900","0.01987"
,"","53.920","0.01428"
,"","53.940","0.01072"
,"","53.960","0.01337"
,"","53.980","0.01722"
,"","54.000","0.01754"
,"","54.020","0.01623"
,"","54.040","0.01859"
,"","54.060","0.01801"
,"","54.080","0.01658"
,"","54.100","0.01250"
,"","54.120","0.00472"
,"","54.140","0.00641"
,"","54.160","0.00895"
,"","54.180","0.00921"
,"","54.200","0.01005"
,"","54.220","0.00644"
,"","54.240","0.01361"
,"","54.260","0.01809"
,"","54.280","0.02171"
,"","54.300","0.02150"
,"","54.320","0.02115"
,"","54.340","0.02748"
,"","54.360","0.02675"
,"","54.380","0.02267"
,"","54.400","0.01949"
,"","54.420","0.01381"
,"","54.440","0.01463"
,"","54.460","0.01171"
,"","54.480","0.00982"
,"","54.500","0.00895"
,"","54.520","0.01119"
,"","54.540","0.01504"
,"","54.560","0.01471"
,"","54.580","0.01413"
,"","54.600","0.01224"
,"","54.620","0.01064"
,"","54.640","0.00828"
,"","54.660","0.00857"
,"","54.680","0.00886"
,"","54.700","0.01285"
,"","54.720","0.01267"
,"","54.740","0.01069"
,"","54.760","0.01448"
,"","54.780","0.01769"
,"","54.800","0.01871"
,"","54.820","0.01754"
,"","54.840","0.01474"
,"","54.860","0.01742"
,"","54.880","0.01506"
,"","54.900","0.01372"
,"","54.920","0.01046"
,"","54.940","0.01104"
,"","54.960","0.01707"
,"","54.980","0.02013"
,"","55.000","0.02232"
,"","55.020","0.02203"
,"","55.040","0.02031"
,"","55.060","0.01801"
,"","55.080","0.01066"
,"","55.100","0.00880"
,"","55.120","0.00586"
,"","55.140","0.00685"
,"","55.160","0.01148"
,"","55.180","0.01996"
,"","55.200","0.02567"
,"","55.220","0.02681"
,"","55.240","0.02573"
,"","55.260","0.02395"
,"","55.280","0.02118"
,"","55.300","0.01903"
,"","55.320","0.01407"
,"","55.340","0.01267"
,"","55.360","0.01332"
,"","55.380","0.01763"
,"","55.400","0.01483"
,"","55.420","0.01043"
,"","55.440","0.00629"
,"","55.460","0.01084"
,"","55.480","0.01375"
,"","55.500","0.01399"
,"","55.520","0.01941"
,"","55.540","0.02235"
,"","55.560","0.02311"
,"","55.580","0.02197"
,"","55.600","0.01658"
,"","55.620","0.01064"
,"","55.640","0.00023"
,"","55.660","0.00385"
,"","55.680","0.00254"
,"","55.700","0.00105"
,"","55.720","0.00705"
,"","55.740","0.01078"
,"","55.760","0.01585"
,"","55.780","0.02037"
,"","55.800","0.02168"
,"","55.820","0.01978"
,"","55.840","0.01469"
,"","55.860","0.01329"
,"","55.880","0.00772"
,"","55.900","0.00455"
,"","55.920","0.00195"
,"","55.940","0.00288"
,"","55.960","0.00527"
,"","55.980","0.00600"
,"","56.000","0.00507"
,"","56.020","0.00769"
,"","56.040","0.00857"
,"","56.060","0.00664"
,"","56.080","0.00589"
,"","56.100","0.00760"
,"","56.120","0.01096"
,"","56.140","0.01224"
,"","56.160","0.01486"
,"","56.180","0.01352"
,"","56.200","0.01428"
,"","56.220","0.01218"
,"","56.240","0.01404"
,"","56.260","0.01163"
,"","56.280","0.01305"
,"","56.300","0.01804"
,"","56.320","0.02316"
,"","56.340","0.02343"
,"","56.360","0.02698"
,"","56.380","0.02331"
,"","56.400","0.01847"
,"","56.420","0.01008"
,"","56.440","0.01262"
,"","56.460","0.01291"
,"","56.480","0.01675"
,"","56.500","0.01894"
,"","56.520","0.02051"
,"","56.540","0.02328"
,"","56.560","0.02354"
,"","56.580","0.02101"
,"","56.600","0.01775"
,"","56.620","0.01952"
,"","56.640","0.02293"
,"","56.660","0.02485"
,"","56.680","0.02398"
,"","56.700","0.02136"
,"","56.720","0.02069"
,"","56.740","0.01885"
,"","56.760","0.01168"
,"","56.780","0.00895"
,"","56.800","0.00618"
,"","56.820","0.00973"
,"","56.840","0.01119"
,"","56.860","0.01160"
,"","56.880","0.01437"
,"","56.900","0.01474"
,"","56.920","0.01955"
,"","56.940","0.02188"
,"","56.960","0.02013"
,"","56.980","0.01856"
,"","57.000","0.01536"
,"","57.020","0.01527"
,"","57.040","0.01148"
,"","57.060","0.00559"
,"","57.080","0.00813"
,"","57.100","0.00696"
,"","57.120","0.01110"
,"","57.140","0.01477"
,"","57.160","0.01506"
,"","57.180","0.00988"
,"","57.200","0.01104"
,"","57.220","0.01116"
,"","57.240","0.00784"
,"","57.260","0.00682"
,"","57.280","0.01935"
,"","57.300","0.02637"
,"","57.320","0.03622"
,"","57.340","0.04461"
,"","57.360","0.04831"
,"","57.380","0.04750"
,"","57.400","0.04610"
,"","57.420","0.04484"
,"","57.440","0.04126"
,"","57.460","0.04452"
,"","57.480","0.05047"
,"","57.500","0.04811"
,"","57.520","0.04616"
,"","57.540","0.04878"
,"","57.560","0.05117"
,"","57.580","0.04650"
,"","57.600","0.04324"
,"","57.620","0.04015"
,"","57.640","0.03211"
,"","57.660","0.03572"
,"","57.680","0.03150"
,"","57.700","0.02523"
,"","57.720","0.02433"
,"","57.740","0.02471"
,"","57.760","0.02724"
,"","57.780","0.02611"
,"","57.800","0.02634"
,"","57.820","0.01772"
,"","57.840","0.01209"
,"","57.860","0.01116"
,"","57.880","0.00734"
,"","57.900","0.00720"
,"","57.920","0.01177"
,"","57.940","0.00999"
,"","57.960","0.01428"
,"","57.980","0.01466"
,"","58.000","0.01740"
,"","58.020","0.01690"
,"","58.040","0.01894"
,"","58.060","0.01611"
,"","58.080","0.01684"
,"","58.100","0.01798"
,"","58.120","0.02398"
,"","58.140","0.02453"
,"","58.160","0.02305"
,"","58.180","0.02293"
,"","58.200","0.02343"
,"","58.220","0.01932"
,"","58.240","0.01981"
,"","58.260","0.01335"
,"","58.280","0.01413"
,"","58.300","0.01061"
,"","58.320","0.01518"
,"","58.340","0.01783"
,"","58.360","0.01620"
,"","58.380","0.02005"
,"","58.400","0.01515"
,"","58.420","0.01649"
,"","58.440","0.01486"
,"","58.460","0.01262"
,"","58.480","0.01658"
,"","58.500","0.01699"
,"","58.520","0.02305"
,"","58.540","0.02453"
,"","58.560","0.02118"
,"","58.580","0.01830"
,"","58.600","0.01142"
,"","58.620","0.01031"
,"","58.640","0.00446"
,"","58.660","0.00256"
,"","58.680","0.00624"
,"","58.700","0.01151"
,"","58.720","0.01393"
,"","58.740","0.01871"
,"","58.760","0.02130"
,"","58.780","0.02142"
,"","58.800","0.02142"
,"","58.820","0.02130"
,"","58.840","0.01766"
,"","58.860","0.01314"
,"","58.880","0.01200"
,"","58.900","0.00874"
,"","58.920","0.00962"
,"","58.940","0.01358"
,"","58.960","0.01827"
,"","58.980","0.02078"
,"","59.000","0.02139"
,"","59.020","0.01935"
,"","59.040","0.01466"
,"","59.060","0.01177"
,"","59.080","0.00624"
,"","59.100","0.00440"
,"","59.120","0.00580"
,"","59.140","0.00390"
,"","59.160","0.00717"
,"","59.180","0.00612"
,"","59.200","0.00626"
,"","59.220","0.00390"
,"","59.240","0.00510"
,"","59.260","0.00329"
,"","59.280","0.00635"
,"","59.300","0.00688"
,"","59.320","0.01168"
,"","59.340","0.01387"
,"","59.360","0.01189"
,"","59.380","0.01387"
,"","59.400","0.01868"
,"","59.420","0.02101"
,"","59.440","0.02086"
,"","59.460","0.01719"
,"","59.480","0.01766"
,"","59.500","0.01620"
,"","59.520","0.01862"
,"","59.540","0.01469"
,"","59.560","0.00650"
,"","59.580","0.00807"
,"","59.600","0.00737"
,"","59.620","0.00679"
,"","59.640","0.00472"
,"","59.660","0.00562"
,"","59.680","0.00609"
,"","59.700","0.00906"
,"","59.720","0.00667"
,"","59.740","0.00574"
,"","59.760","0.00568"
,"","59.780","0.00857"
,"","59.800","0.01145"
,"","59.820","0.01614"
,"","59.840","0.01608"
,"","59.860","0.02075"
,"","59.880","0.02217"
,"","59.900","0.02112"
,"","59.920","0.01836"
,"","59.940","0.01652"
,"","59.960","0.01410"
,"","59.980","0.01168"
,"","60.000","0.00985"
,"","60.020","0.00653"
,"","60.040","0.00041"
,"","60.060","0.00000"
,"","60.080","0.00000"
,"","60.100","0.00023"
,"","60.120","0.00096"
,"","60.140","0.00271"
,"","60.160","0.00178"
,"","60.180","0.00498"
,"","60.200","0.00702"
,"","60.220","0.00790"
,"","60.240","0.00551"
,"","60.260","0.00457"
,"","60.280","0.00927"
,"","60.300","0.00772"
,"","60.320","0.01017"
,"","60.340","0.01367"
,"","60.360","0.01556"
,"","60.380","0.01955"
,"","60.400","0.01777"
,"","60.420","0.01573"
,"","60.440","0.00973"
,"","60.460","0.00848"
,"","60.480","0.00676"
,"","60.500","0.00221"
,"","60.520","0.00565"
,"","60.540","0.00475"
,"","60.560","0.00871"
,"","60.580","0.00883"
,"","60.600","0.00956"
,"","60.620","0.01090"
,"","60.640","0.00944"
,"","60.660","0.00679"
,"","60.680","0.00635"
,"","60.700","0.00443"
,"","60.720","0.00498"
,"","60.740","0.00402"
,"","60.760","0.01282"
,"","60.780","0.01661"
,"","60.800","0.01804"
,"","60.820","0.01946"
,"","60.840","0.02005"
,"","60.860","0.01713"
,"","60.880","0.01498"
,"","60.900","0.00807"
,"","60.920","0.00484"
,"","60.940","0.00868"
,"","60.960","0.01384"
,"","60.980","0.01559"
,"","61.000","0.01233"
,"","61.020","0.01512"
,"","61.040","0.01687"
,"","61.060","0.01702"
,"","61.080","0.00871"
,"","61.100","0.01166"
,"","61.120","0.01238"
,"","61.140","0.01361"
,"","61.160","0.02130"
,"","61.180","0.02666"
,"","61.200","0.02940"
,"","61.220","0.03293"
,"","61.240","0.03383"
,"","61.260","0.02975"
,"","61.280","0.02069"
,"","61.300","0.02171"
,"","61.320","0.01311"
,"","61.340","0.00545"
,"","61.360","0.00781"
,"","61.380","0.00239"
,"","61.400","0.00315"
,"","61.420","0.00507"
,"","61.440","0.00685"
,"","61.460","0.00507"
,"","61.480","0.00475"
,"","61.500","0.00929"
,"","61.520","0.00895"
,"","61.540","0.01157"
,"","61.560","0.01186"
,"","61.580","0.00982"
,"","61.600","0.00970"
,"","61.620","0.00970"
,"","61.640","0.00927"
,"","61.660","0.00574"
,"","61.680","0.00414"
,"","61.700","0.00711"
,"","61.720","0.00519"
,"","61.740","0.00813"
,"","61.760","0.00988"
,"","61.780","0.00988"
,"","61.800","0.00813"
,"","61.820","0.00519"
,"","61.840","0.00501"
,"","61.860","0.00676"
,"","61.880","0.00883"
,"","61.900","0.01046"
,"","61.920","0.00929"
,"","61.940","0.00693"
,"","61.960","0.00839"
,"","61.980","0.00836"
,"","62.000","0.00761"
,"","62.020","0.00688"
,"","62.040","0.00883"
,"","62.060","0.01195"
,"","62.080","0.01151"
,"","62.100","0.00857"
,"","62.120","0.00548"
,"","62.140","0.00300"
,"","62.160","0.00274"
,"","62.180","0.00184"
,"","62.200","0.00580"
,"","62.220","0.00962"
,"","62.240","0.01093"
,"","62.260","0.00973"
,"","62.280","0.00734"
,"","62.300","0.00688"
,"","62.320","0.00909"
,"","62.340","0.01058"
,"","62.360","0.00688"
,"","62.380","0.00746"
,"","62.400","0.01233"
,"","62.420","0.01305"
,"","62.440","0.01069"
,"","62.460","0.00760"
,"","62.480","0.00720"
,"","62.500","0.00766"
,"","62.520","0.00720"
,"","62.540","0.00760"
,"","62.560","0.00699"
,"","62.580","0.01142"
,"","62.600","0.01407"
,"","62.620","0.01364"
,"","62.640","0.00906"
,"","62.660","0.00667"
,"","62.680","0.01064"
,"","62.700","0.00749"
,"","62.720","0.00906"
,"","62.740","0.01506"
,"","62.760","0.02048"
,"","62.780","0.02401"
,"","62.800","0.02328"
,"","62.820","0.01830"
,"","62.840","0.01142"
,"","62.860","0.00766"
,"","62.880","0.00787"
,"","62.900","0.00466"
,"","62.920","0.00650"
,"","62.940","0.00740"
,"","62.960","0.00871"
,"","62.980","0.00988"
,"","63.000","0.00825"
,"","63.020","0.00618"
,"","63.040","0.00288"
,"","63.060","0.00860"
,"","63.080","0.01300"
,"","63.100","0.01638"
,"","63.120","0.01638"
,"","63.140","0.01300"
,"","63.160","0.01230"
,"","63.180","0.01087"
,"","63.200","0.00530"
,"","63.220","0.00271"
,"","63.240","0.00000"
,"","63.260","0.00236"
,"","63.280","0.00393"
,"","63.300","0.00670"
,"","63.320","0.00801"
,"","63.340","0.00787"
,"","63.360","0.00787"
,"","63.380","0.00591"
,"","63.400","0.00723"
,"","63.420","0.00810"
,"","63.440","0.00854"
,"","63.460","0.00589"
,"","63.480","0.00886"
,"","63.500","0.01064"
,"","63.520","0.00886"
,"","63.540","0.00589"
,"","63.560","0.00589"
,"","63.580","0.00516"
,"","63.600","0.00900"
,"","63.620","0.00900"
,"","63.640","0.00886"
,"","63.660","0.00857"
,"","63.680","0.00813"
,"","63.700","0.00650"
,"","63.720","0.00548"
,"","63.740","0.00297"
,"","63.760","0.00664"
,"","63.780","0.00778"
,"","63.800","0.01189"
,"","63.820","0.01291"
,"","63.840","0.01189"
,"","63.860","0.01148"
,"","63.880","0.00618"
,"","63.900","0.00650"
,"","63.920","0.00638"
,"","63.940","0.00242"
,"","63.960","0.00332"
,"","63.980","0.00463"
,"","64.000","0.00845"
,"","64.020","0.00976"
,"","64.040","0.00857"
,"","64.060","0.00828"
,"","64.080","0.00624"
,"","64.100","0.00775"
,"","64.120","0.00600"
,"","64.140","0.00309"
,"","64.160","0.00061"
,"","64.180","0.00122"
,"","64.200","0.00256"
,"","64.220","0.00227"
,"","64.240","0.00035"
,"","64.260","0.00286"
,"","64.280","0.00373"
,"","64.300","0.00402"
,"","64.320","0.00373"
,"","64.340","0.00286"
,"","64.360","0.00140"
,"","64.380","0.00096"
,"","64.400","0.00154"
,"","64.420","0.00050"
,"","64.440","0.00017"
,"","64.460","0.00399"
,"","64.480","0.00379"
,"","64.500","0.00638"
,"","64.520","0.00778"
,"","64.540","0.01215"
,"","64.560","0.01209"
,"","64.580","0.01337"
,"","64.600","0.01571"
,"","64.620","0.01643"
,"","64.640","0.01661"
,"","64.660","0.01547"
,"","64.680","0.00857"
,"","64.700","0.00801"
,"","64.720","0.00670"
,"","64.740","0.00728"
,"","64.760","0.00711"
,"","64.780","0.01168"
,"","64.800","0.01419"
,"","64.820","0.01492"
,"","64.840","0.01492"
,"","64.860","0.01259"
,"","64.880","0.00688"
,"","64.900","0.00650"
,"","64.920","0.00463"
,"","64.940","0.00262"
,"","64.960","0.00236"
,"","64.980","0.00414"
,"","65.000","0.00399"
,"","65.020","0.00192"
,"","65.040","0.00399"
,"","65.060","0.00309"
,"","65.080","0.00367"
,"","65.100","0.00574"
,"","65.120","0.00379"
,"","65.140","0.00568"
,"","65.160","0.00612"
,"","65.180","0.00670"
,"","65.200","0.00638"
,"","65.220","0.00591"
,"","65.240","0.00766"
,"","65.260","0.00897"
,"","65.280","0.01090"
,"","65.300","0.01002"
,"","65.320","0.00740"
,"","65.340","0.00833"
,"","65.360","0.00495"
,"","65.380","0.00172"
,"","65.400","0.00204"
,"","65.420","0.00251"
,"","65.440","0.00341"
,"","65.460","0.00504"
,"","65.480","0.00504"
,"","65.500","0.00341"
,"","65.520","0.00355"
,"","65.540","0.00178"
,"","65.560","0.00000"
,"","65.580","0.00321"
,"","65.600","0.00717"
,"","65.620","0.00892"
,"","65.640","0.00950"
,"","65.660","0.00787"
,"","65.680","0.00743"
,"","65.700","0.00554"
,"","65.720","0.00484"
,"","65.740","0.00087"
,"","65.760","0.00076"
,"","65.780","0.00268"
,"","65.800","0.00428"
,"","65.820","0.00396"
,"","65.840","0.00408"
,"","65.860","0.00434"
,"","65.880","0.00816"
,"","65.900","0.00842"
,"","65.920","0.00959"
,"","65.940","0.00795"
,"","65.960","0.00854"
,"","65.980","0.00763"
,"","66.000","0.00970"
,"","66.020","0.00868"
,"","66.040","0.00723"
,"","66.060","0.00693"
,"","66.080","0.00886"
,"","66.100","0.00798"
,"","66.120","0.00801"
,"","66.140","0.00449"
,"","66.160","0.00452"
,"","66.180","0.00469"
,"","66.200","0.00530"
,"","66.220","0.00294"
,"","66.240","0.00207"
,"","66.260","0.00058"
,"","66.280","0.00350"
,"","66.300","0.00551"
,"","66.320","0.00632"
,"","66.340","0.00801"
,"","66.360","0.01160"
,"","66.380","0.01439"
,"","66.400","0.02209"
,"","66.420","0.02643"
,"","66.440","0.02768"
,"","66.460","0.02582"
,"","66.480","0.02972"
,"","66.500","0.03380"
,"","66.520","0.02751"
,"","66.540","0.03395"
,"","66.560","0.03645"
,"","66.580","0.03797"
,"","66.600","0.04068"
,"","66.620","0.03645"
,"","66.640","0.02949"
,"","66.660","0.02273"
,"","66.680","0.01655"
,"","66.700","0.01078"
,"","66.720","0.00070"
,"","66.740","0.00877"
,"","66.760","0.00953"
,"","66.780","0.00851"
,"","66.800","0.00836"
,"","66.820","0.01014"
,"","66.840","0.01043"
,"","66.860","0.00819"
,"","66.880","0.00758"
,"","66.900","0.00935"
,"","66.920","0.00906"
,"","66.940","0.01200"
,"","66.960","0.01317"
,"","66.980","0.01096"
,"","67.000","0.01037"
,"","67.020","0.01142"
,"","67.040","0.00804"
,"","67.060","0.00734"
,"","67.080","0.00857"
,"","67.100","0.00755"
,"","67.120","0.00428"
,"","67.140","0.00559"
,"","67.160","0.00778"
,"","67.180","0.00924"
,"","67.200","0.01101"
,"","67.220","0.01235"
,"","67.240","0.00880"
,"","67.260","0.00982"
,"","67.280","0.01011"
,"","67.300","0.00807"
,"","67.320","0.00530"
,"","67.340","0.00501"
,"","67.360","0.00720"
,"","67.380","0.01131"
,"","67.400","0.01233"
,"","67.420","0.01131"
,"","67.440","0.00825"
,"","67.460","0.00740"
,"","67.480","0.00801"
,"","67.500","0.00612"
,"","67.520","0.00277"
,"","67.540","0.00061"
,"","67.560","0.00154"
,"","67.580","0.00140"
,"","67.600","0.00227"
,"","67.620","0.00256"
,"","67.640","0.00122"
,"","67.660","0.00166"
,"","67.680","0.00283"
,"","67.700","0.00472"
,"","67.720","0.00574"
,"","67.740","0.00589"
,"","67.760","0.00096"
,"","67.780","0.00355"
,"","67.800","0.00912"
,"","67.820","0.01160"
,"","67.840","0.01203"
,"","67.860","0.01203"
,"","67.880","0.01160"
,"","67.900","0.01177"
,"","67.920","0.00915"
,"","67.940","0.00373"
,"","67.960","0.00000"
,"","67.980","0.00268"
,"","68.000","0.00297"
,"","68.020","0.00399"
,"","68.040","0.00414"
,"","68.060","0.00341"
,"","68.080","0.00446"
,"","68.100","0.00283"
,"","68.120","0.00297"
,"","68.140","0.00119"
,"","68.160","0.00251"
,"","68.180","0.00425"
,"","68.200","0.00484"
,"","68.220","0.00691"
,"","68.240","0.00705"
,"","68.260","0.00527"
,"","68.280","0.00498"
,"","68.300","0.00353"
,"","68.320","0.00355"
,"","68.340","0.00166"
,"","68.360","0.00154"
,"","68.380","0.00140"
,"","68.400","0.00122"
,"","68.420","0.00283"
,"","68.440","0.00146"
,"","68.460","0.00393"
,"","68.480","0.00551"
,"","68.500","0.00959"
,"","68.520","0.00982"
,"","68.540","0.01302"
,"","68.560","0.01390"
,"","68.580","0.01244"
,"","68.600","0.01131"
,"","68.620","0.00973"
,"","68.640","0.00536"
,"","68.660","0.00455"
,"","68.680","0.00047"
,"","68.700","0.00052"
,"","68.720","0.00000"
,"","68.740","0.00000"
,"","68.760","0.00000"
,"","68.780","0.00000"
,"","68.800","0.00052"
,"","68.820","0.00047"
,"","68.840","0.00245"
,"","68.860","0.00693"
,"","68.880","0.00994"
,"","68.900","0.01562"
,"","68.920","0.01553"
,"","68.940","0.01990"
,"","68.960","0.02078"
,"","68.980","0.01815"
,"","69.000","0.01734"
,"","69.020","0.01046"
,"","69.040","0.00833"
,"","69.060","0.00574"
,"","69.080","0.00402"
,"","69.100","0.00452"
,"","69.120","0.00146"
,"","69.140","0.00490"
,"","69.160","0.00355"
,"","69.180","0.00294"
,"","69.200","0.00382"
,"","69.220","0.00353"
,"","69.240","0.00472"
,"","69.260","0.00294"
,"","69.280","0.00530"
,"","69.300","0.00469"
,"","69.320","0.00557"
,"","69.340","0.00527"
